customer_id,age,gender,geography,tenure_years,num_products,has_credit_card,is_active_member,credit_score,account_balance,estimated_salary,num_transactions_6m,avg_transaction_amount,num_complaints,last_interaction_days_ago,mobile_app_logins_monthly,net_banking_active,branch_visits_year,has_loan,loan_default_history,emi_to_income_ratio,joining_date,last_transaction_date,churn
CUST05663,42.0,Male,Hyderabad,14.0,2.0,1.0,0.0,622.0,145306.16,85525.49,52.0,10176.24,0.0,205.0,39.0,NO,6.0,1.0,0.0,0.305,2015-12-15,2022-06-06,0
CUST05664,23.0,Female,Pune,14.0,2.0,1.0,0.0,669.0,61506.45,129060.47,1.0,9323.64,3.0,206.0,21.0,0,3.0,0.0,0.0,,2018-05-05,2024-04-24,0
CUST05665,36.0,Female,Chennai,0.0,1.0,0.0,0.0,657.0,131816.36,76246.54,33.0,3331.33,0.0,652.0,46.0,YES,0.0,1.0,0.0,0.398,2016-08-19,2023-04-03,0
CUST05666,23.0,Female,Bangalore,14.0,1.0,0.0,1.0,684.0,153561.95,105061.55,17.0,9582.05,2.0,455.0,14.0,NO,12.0,0.0,0.0,,2021-01-20,2021-07-27,0
CUST05667,51.0,Female,Delhi,8.0,2.0,1.0,1.0,722.0,46761.54,77130.56,32.0,9111.74,1.0,356.0,59.0,NO,19.0,1.0,0.0,0.338,2023-12-21,2023-07-02,0
CUST05668,51.0,Male,Delhi,5.0,3.0,1.0,1.0,754.0,35575.94,115222.92,40.0,16859.72,100.0,593.0,35.0,0,1.0,0.0,0.0,,2015-06-29,2022-07-19,0
CUST05669,,Female,Chennai,2.0,2.0,1.0,1.0,673.0,48621.18,10000.0,42.0,9239.29,0.0,8.0,49.0,0,2.0,0.0,0.0,,2018-04-06,2023-10-26,0
CUST05670,59.0,Female,Mumbai,2.0,1.0,1.0,1.0,564.0,84627.24,110525.91,31.0,14209.39,0.0,590.0,21.0,NO,23.0,0.0,0.0,,2021-04-09,2023-08-29,1
CUST05671,74.0,Male,Ahmedabad,13.0,3.0,0.0,1.0,628.0,,101750.57,,10145.78,0.0,266.0,,YES,15.0,1.0,0.0,0.138,2016-06-30,2024-01-16,0
CUST05672,43.0,Female,Delhi,13.0,2.0,1.0,1.0,570.0,119328.23,68833.93,27.0,5454.7,0.0,342.0,56.0,1,4.0,0.0,0.0,,2016-01-21,2022-05-07,0
CUST05673,34.0,Female,Hyderabad,9.0,2.0,1.0,0.0,786.0,187466.56,,53.0,2074.02,0.0,357.0,24.0,NO,15.0,0.0,0.0,,2015-10-15,2025-01-01,0
CUST05674,79.0,Male,Hyderabad,0.0,1.0,0.0,1.0,809.0,26537.54,63035.91,48.0,9540.74,2.0,592.0,27.0,1,18.0,0.0,0.0,,2017-10-14,2023-11-10,0
CUST05675,25.0,Female,Bangalore,,1.0,0.0,1.0,702.0,268168.91,86310.68,6.0,11801.47,0.0,710.0,33.0,NO,11.0,0.0,0.0,,2019-02-18,2024-09-05,0
CUST05676,,Female,Kolkata,7.0,1.0,1.0,1.0,719.0,77982.53,123561.57,57.0,7554.86,,600.0,20.0,NO,25.0,0.0,0.0,,2019-06-12,2021-05-15,0
CUST05677,44.0,Male,Bangalore,1.0,3.0,0.0,1.0,670.0,168409.49,53632.43,75.0,4834.83,0.0,254.0,26.0,0,16.0,0.0,0.0,,2015-12-20,2022-03-22,1
CUST05678,59.0,Female,Ahmedabad,11.0,1.0,0.0,1.0,679.0,8777.73,10000.0,6.0,15034.69,0.0,,0.0,NO,2.0,0.0,0.0,,2022-01-01,2024-01-27,0
CUST05679,47.0,Male,Ahmedabad,0.0,2.0,1.0,1.0,522.0,23174.63,174383.24,41.0,5793.02,0.0,559.0,28.0,0,5.0,0.0,0.0,,2017-02-06,2025-03-29,1
CUST05680,36.0,Male,Hyderabad,,,0.0,1.0,644.0,30972.98,101862.98,4.0,2240.58,3.0,669.0,55.0,1,17.0,0.0,0.0,,2020-06-08,2021-03-07,0
CUST05681,30.0,Female,Kolkata,13.0,1.0,0.0,1.0,580.0,28857.18,59351.54,9.0,7675.01,0.0,358.0,31.0,1,25.0,0.0,0.0,,2015-02-22,2024-06-25,0
CUST05682,38.0,Female,Delhi,10.0,1.0,0.0,1.0,673.0,,122553.87,67.0,8388.47,0.0,9.0,56.0,1,14.0,1.0,0.0,0.132,2023-04-05,2021-10-07,0
CUST05683,29.0,Male,Pune,8.0,1.0,1.0,0.0,645.0,162118.15,112347.76,27.0,4322.84,4.0,578.0,12.0,0,21.0,0.0,0.0,,2020-11-16,2022-03-02,0
CUST05684,43.0,Male,Bangalore,5.0,1.0,1.0,1.0,,43386.97,94691.29,67.0,7542.73,2.0,54.0,12.0,1,29.0,0.0,0.0,,2020-08-06,2024-01-17,1
CUST05685,35.0,Male,Delhi,7.0,1.0,1.0,1.0,723.0,264029.03,55917.93,46.0,100.0,2.0,400.0,35.0,YES,29.0,0.0,0.0,,2023-04-28,2024-10-15,0
CUST05686,23.0,Female,Hyderabad,7.0,1.0,1.0,1.0,673.0,70064.2,,53.0,10119.09,0.0,499.0,12.0,YES,16.0,1.0,0.0,0.272,2016-11-14,2022-06-29,0
CUST05687,58.0,Male,Delhi,8.0,1.0,0.0,1.0,,11916.63,118582.35,56.0,2750.58,2.0,534.0,45.0,0,5.0,0.0,0.0,,2020-03-10,2023-09-28,0
CUST05688,36.0,Female,Kolkata,6.0,2.0,1.0,1.0,784.0,63155.86,10000.0,,6090.63,0.0,143.0,4.0,1,28.0,0.0,0.0,,2016-12-17,2024-07-15,0
CUST05689,26.0,Female,Kolkata,8.0,1.0,1.0,0.0,648.0,403433.85,83979.8,77.0,4616.35,2.0,633.0,57.0,YES,29.0,0.0,0.0,,2023-11-03,2024-01-24,1
CUST05690,40.0,Male,Delhi,14.0,1.0,0.0,1.0,677.0,66624.32,86927.03,8.0,15008.04,1.0,156.0,52.0,0,17.0,0.0,0.0,,2016-02-04,2022-08-07,0
CUST05691,43.0,Female,Kolkata,8.0,2.0,1.0,1.0,653.0,149.69,85643.07,14.0,6483.0,3.0,413.0,9.0,0,11.0,0.0,0.0,,2017-02-23,2024-08-17,0
CUST05692,19.0,Female,Hyderabad,11.0,1.0,1.0,1.0,618.0,216340.48,76847.34,57.0,3783.02,0.0,32.0,46.0,0,17.0,0.0,0.0,,2019-04-11,2024-07-07,0
CUST05693,46.0,Female,Mumbai,10.0,,1.0,0.0,653.0,21419.31,122442.92,29.0,18452.06,0.0,493.0,13.0,YES,18.0,0.0,0.0,,2021-11-07,2024-08-13,0
CUST05694,28.0,Female,Chennai,0.0,1.0,1.0,1.0,493.0,93315.94,66547.32,3.0,16973.15,1.0,33.0,16.0,YES,22.0,0.0,0.0,,2018-02-15,2021-06-22,0
CUST05695,64.0,Female,Ahmedabad,5.0,4.0,0.0,1.0,526.0,57901.73,74888.58,15.0,12181.77,4.0,167.0,1.0,0,,1.0,0.0,0.189,2019-08-18,2021-06-02,0
CUST05696,49.0,Female,Kolkata,11.0,1.0,1.0,0.0,,31494.83,87626.61,14.0,10810.22,,434.0,33.0,NO,6.0,0.0,0.0,,2018-02-02,2021-10-08,0
CUST05697,37.0,Female,Ahmedabad,7.0,1.0,0.0,0.0,775.0,26574.14,67877.22,11.0,3672.75,0.0,526.0,15.0,NO,16.0,0.0,0.0,,2022-11-07,2022-01-30,1
CUST05698,32.0,Female,Kolkata,9.0,2.0,1.0,0.0,,211335.91,19559.95,26.0,13435.89,0.0,199.0,24.0,NO,7.0,1.0,0.0,0.19,2022-06-04,2023-02-27,1
CUST05699,41.0,Male,Delhi,8.0,1.0,1.0,0.0,592.0,194366.14,83565.2,65.0,9823.75,1.0,532.0,6.0,1,21.0,0.0,0.0,,2019-09-04,2024-01-04,0
CUST05700,50.0,Female,Bangalore,14.0,2.0,1.0,0.0,535.0,57581.45,84018.26,25.0,4815.85,0.0,562.0,33.0,YES,22.0,0.0,0.0,,2020-06-24,2021-01-11,0
CUST05701,42.0,Male,Hyderabad,3.0,1.0,1.0,0.0,713.0,23925.89,60393.4,62.0,8704.16,3.0,679.0,21.0,NO,5.0,0.0,0.0,,2021-11-18,2025-02-22,1
CUST05702,39.0,Female,Mumbai,12.0,1.0,0.0,1.0,605.0,8637.29,69707.4,21.0,,2.0,30.0,,YES,25.0,1.0,0.0,0.269,2022-02-25,2023-07-26,0
CUST05703,43.0,Male,Kolkata,1.0,3.0,1.0,1.0,701.0,13622.87,10000.0,51.0,388.09,0.0,231.0,57.0,0,1.0,0.0,0.0,,2019-12-21,2022-09-25,0
CUST05704,34.0,Female,Ahmedabad,10.0,1.0,0.0,1.0,681.0,59093.7,123336.24,67.0,14827.13,0.0,660.0,51.0,NO,25.0,1.0,0.0,0.179,2022-01-29,2021-06-22,0
CUST05705,38.0,Female,Mumbai,8.0,1.0,0.0,1.0,688.0,29433.89,111041.21,54.0,100.0,2.0,540.0,19.0,0,8.0,1.0,0.0,0.236,2023-12-06,2024-10-08,0
CUST05706,18.0,Female,Kolkata,8.0,1.0,1.0,1.0,653.0,3438.29,21486.75,7.0,18783.3,0.0,457.0,41.0,1,2.0,0.0,0.0,,2020-12-30,2023-10-18,1
CUST05707,55.0,Female,Chennai,11.0,2.0,1.0,1.0,681.0,48582.13,47981.31,11.0,6930.75,2.0,663.0,0.0,1,4.0,1.0,0.0,0.145,2015-07-08,2023-04-10,0
CUST05708,46.0,Male,Mumbai,7.0,1.0,1.0,0.0,640.0,109693.32,132940.85,23.0,10260.4,1.0,471.0,8.0,YES,21.0,1.0,0.0,0.229,2015-12-10,2021-11-19,0
CUST05709,32.0,Female,Chennai,2.0,,1.0,1.0,599.0,177824.4,28805.97,20.0,10671.53,1.0,585.0,50.0,NO,23.0,0.0,0.0,,2015-06-21,2023-08-02,0
CUST05710,67.0,,Delhi,,1.0,1.0,0.0,573.0,,94138.35,58.0,3051.58,0.0,551.0,21.0,0,15.0,1.0,0.0,0.534,2018-08-12,2022-03-18,0
CUST05711,43.0,Female,Kolkata,1.0,4.0,1.0,1.0,459.0,102783.43,55319.33,74.0,6947.91,5.0,290.0,58.0,YES,10.0,0.0,0.0,,2017-03-07,2023-06-26,1
CUST05712,29.0,Female,,13.0,2.0,0.0,1.0,636.0,36213.4,91405.68,44.0,7492.87,1.0,150.0,30.0,NO,2.0,1.0,0.0,0.292,2018-06-27,2021-09-03,0
CUST05713,53.0,Male,Delhi,2.0,1.0,1.0,1.0,772.0,54852.14,77005.52,57.0,4982.12,0.0,600.0,16.0,1,23.0,1.0,0.0,0.315,2016-03-22,2021-11-24,0
CUST05714,47.0,Female,Delhi,0.0,2.0,1.0,1.0,708.0,104636.18,63670.73,22.0,13186.39,0.0,175.0,52.0,1,17.0,0.0,0.0,,2018-05-04,2022-04-20,0
CUST05715,47.0,Male,Mumbai,3.0,2.0,1.0,1.0,668.0,104055.8,90540.87,8.0,1952.18,0.0,530.0,1.0,1,12.0,0.0,0.0,,2021-01-05,2023-04-17,0
CUST05716,36.0,Male,Kolkata,4.0,2.0,1.0,1.0,591.0,44204.94,55278.11,13.0,8993.57,,,15.0,0,18.0,1.0,0.0,0.178,2023-09-07,2021-10-05,0
CUST05717,48.0,Female,Mumbai,11.0,1.0,1.0,1.0,730.0,62762.66,10000.0,77.0,100.0,0.0,317.0,54.0,0,19.0,0.0,0.0,,2018-06-07,2023-06-12,0
CUST05718,39.0,Female,Chennai,1.0,1.0,1.0,0.0,,206009.63,37891.11,7.0,9196.32,0.0,469.0,55.0,0,25.0,0.0,0.0,,2022-02-11,2024-09-09,0
CUST05719,49.0,Male,Hyderabad,14.0,1.0,1.0,1.0,776.0,79973.27,33085.66,29.0,8848.55,0.0,414.0,42.0,YES,17.0,0.0,0.0,,2020-04-30,2024-01-27,1
CUST05720,18.0,Male,Pune,14.0,1.0,1.0,0.0,572.0,82306.29,10835.23,45.0,17538.37,0.0,122.0,9.0,NO,,0.0,0.0,,2015-06-08,2024-04-04,1
CUST05721,36.0,Female,Pune,,2.0,1.0,0.0,590.0,122828.22,89776.0,9.0,4925.81,1.0,,9.0,YES,1.0,0.0,0.0,,2021-10-11,2023-11-02,0
CUST05722,64.0,Male,Bangalore,11.0,2.0,0.0,1.0,582.0,9793.56,68089.33,6.0,7152.89,3.0,200.0,52.0,NO,25.0,0.0,0.0,,2020-05-28,2022-08-16,0
CUST05723,32.0,Female,Kolkata,5.0,1.0,1.0,1.0,531.0,59199.7,,33.0,6800.34,4.0,447.0,59.0,YES,14.0,1.0,0.0,0.227,2020-10-18,2023-04-24,0
CUST05724,34.0,Female,Ahmedabad,5.0,2.0,0.0,1.0,575.0,256381.54,95830.05,29.0,16406.73,1.0,555.0,24.0,0,16.0,1.0,0.0,0.199,2018-05-25,2025-03-24,0
CUST05725,36.0,Female,Kolkata,14.0,1.0,0.0,1.0,658.0,35910.79,105258.75,32.0,5120.73,0.0,93.0,53.0,NO,14.0,0.0,0.0,,2021-10-17,2023-08-20,0
CUST05726,26.0,Female,Kolkata,6.0,1.0,1.0,1.0,593.0,27956.22,91276.87,21.0,9126.42,0.0,145.0,34.0,0,16.0,0.0,0.0,,2020-12-15,2024-05-26,0
CUST05727,18.0,Male,Ahmedabad,11.0,2.0,1.0,1.0,341.0,73545.22,35815.66,57.0,6533.07,0.0,427.0,14.0,NO,,1.0,1.0,0.281,2020-04-02,2021-08-10,0
CUST05728,39.0,Female,Delhi,15.0,2.0,0.0,0.0,736.0,19991.8,98181.02,17.0,7241.57,2.0,446.0,18.0,0,8.0,0.0,0.0,,2019-01-09,2023-03-13,0
CUST05729,44.0,Male,,8.0,2.0,1.0,1.0,515.0,64944.58,83872.19,61.0,8055.96,1.0,278.0,3.0,YES,2.0,0.0,0.0,,2021-05-25,2023-11-22,1
CUST05730,41.0,Female,Pune,3.0,2.0,1.0,0.0,,13535.24,162604.19,75.0,13490.55,0.0,,46.0,NO,0.0,1.0,0.0,0.25,2023-05-11,2021-11-15,0
CUST05731,40.0,Male,Kolkata,4.0,1.0,1.0,1.0,652.0,69360.71,75316.73,60.0,15269.1,0.0,250.0,54.0,NO,15.0,0.0,0.0,,2023-04-06,2024-10-04,0
CUST05732,43.0,Female,Ahmedabad,10.0,1.0,1.0,1.0,819.0,73780.52,90315.99,36.0,1060.5,1.0,68.0,21.0,NO,9.0,1.0,1.0,0.341,2019-05-09,2024-07-15,0
CUST05733,55.0,Female,Delhi,1.0,2.0,1.0,0.0,730.0,43357.85,71206.98,23.0,11906.17,0.0,148.0,35.0,NO,7.0,1.0,0.0,0.544,2023-02-04,2022-07-05,1
CUST05734,40.0,Male,Kolkata,15.0,1.0,1.0,1.0,610.0,,76955.83,17.0,14274.26,0.0,686.0,21.0,0,8.0,0.0,0.0,,2018-08-26,2024-07-27,1
CUST05735,35.0,Male,Chennai,5.0,2.0,1.0,1.0,594.0,22531.58,74255.47,,9699.93,3.0,398.0,18.0,0,11.0,0.0,0.0,,2021-01-25,2021-08-10,0
CUST05736,,Male,Mumbai,15.0,1.0,0.0,1.0,770.0,32148.41,57615.06,6.0,13920.62,0.0,415.0,8.0,NO,27.0,0.0,0.0,,2016-02-22,2023-09-15,1
CUST05737,50.0,Male,Chennai,3.0,2.0,1.0,0.0,532.0,55187.57,82094.15,63.0,1755.44,,31.0,10.0,NO,17.0,0.0,0.0,,2021-03-27,2022-09-11,0
CUST05738,60.0,Male,Hyderabad,4.0,2.0,1.0,1.0,665.0,22765.24,99870.42,43.0,10540.2,0.0,534.0,7.0,NO,10.0,0.0,0.0,,2015-09-18,2022-09-14,1
CUST05739,34.0,Unknown,Delhi,15.0,2.0,1.0,1.0,640.0,122167.63,58219.73,42.0,14243.14,0.0,126.0,0.0,1,3.0,1.0,0.0,0.183,2017-10-01,2023-05-01,0
CUST05740,43.0,Male,Bangalore,6.0,2.0,1.0,0.0,623.0,98764.25,108422.93,43.0,4849.39,0.0,181.0,,1,24.0,1.0,0.0,0.284,2016-01-05,2025-01-01,0
CUST05741,46.0,Male,Delhi,5.0,1.0,0.0,1.0,678.0,25100.83,103572.41,25.0,1559.42,3.0,566.0,46.0,1,27.0,0.0,0.0,,2017-07-02,2022-11-13,0
CUST05742,29.0,Female,Chennai,7.0,1.0,1.0,1.0,665.0,,39789.51,56.0,13709.21,2.0,27.0,1.0,0,18.0,1.0,0.0,0.625,2023-02-11,2021-05-04,0
CUST05743,42.0,Female,Chennai,5.0,3.0,1.0,1.0,687.0,14.4,36452.41,51.0,5886.07,1.0,,14.0,0,15.0,0.0,0.0,,2018-02-23,2023-02-27,0
CUST05744,23.0,Male,Hyderabad,9.0,1.0,1.0,0.0,661.0,72649.71,92926.14,67.0,5108.54,1.0,287.0,28.0,NO,26.0,1.0,0.0,0.562,2022-10-20,2024-12-29,0
CUST05745,19.0,Female,Pune,13.0,2.0,0.0,0.0,683.0,18996.01,51498.57,56.0,100.0,1.0,679.0,14.0,NO,26.0,1.0,0.0,0.492,2022-11-24,2025-03-20,1
CUST05746,47.0,Female,,7.0,1.0,1.0,1.0,657.0,1012.98,33171.57,63.0,5432.32,0.0,569.0,42.0,1,13.0,0.0,0.0,,2023-04-15,2024-04-10,0
CUST05747,37.0,Male,Delhi,12.0,2.0,0.0,0.0,597.0,35588.71,143675.9,15.0,4507.39,0.0,323.0,17.0,NO,27.0,1.0,0.0,0.441,2019-02-16,2022-06-13,0
CUST05748,45.0,Female,Delhi,13.0,1.0,1.0,1.0,650.0,261610.29,36346.9,63.0,100.0,1.0,103.0,9.0,0,13.0,0.0,0.0,,2017-04-01,2021-05-13,0
CUST05749,42.0,Female,Chennai,13.0,2.0,0.0,1.0,593.0,93679.88,14056.18,46.0,5074.27,0.0,347.0,54.0,1,6.0,0.0,0.0,,2017-09-15,2022-05-28,0
CUST05750,29.0,Male,Bangalore,3.0,1.0,1.0,1.0,588.0,156021.24,43652.26,18.0,13925.88,0.0,289.0,18.0,1,22.0,1.0,0.0,0.213,2016-02-20,2022-10-10,0
CUST05751,41.0,female,Chennai,11.0,1.0,1.0,1.0,623.0,12507.9,84265.93,10.0,9710.83,2.0,60.0,48.0,YES,4.0,1.0,0.0,0.472,2022-05-30,2024-06-30,0
CUST05752,,Female,Bangalore,6.0,1.0,1.0,1.0,640.0,6089.01,77942.08,5.0,100.0,0.0,414.0,58.0,YES,20.0,0.0,0.0,,2018-03-11,2024-05-24,0
CUST05753,60.0,Female,Chennai,2.0,2.0,1.0,1.0,653.0,927.74,150488.54,38.0,9949.97,2.0,397.0,9.0,NO,21.0,0.0,0.0,,2019-03-06,2024-06-06,0
CUST05754,24.0,Female,Ahmedabad,0.0,3.0,1.0,1.0,723.0,249273.58,44264.28,44.0,11633.55,1.0,148.0,56.0,0,16.0,1.0,0.0,0.621,2019-06-05,2022-05-15,1
CUST05755,39.0,M,Kolkata,12.0,1.0,1.0,1.0,610.0,28557.17,84446.26,1.0,8519.94,0.0,456.0,26.0,YES,11.0,0.0,0.0,,2019-06-21,2022-10-05,0
CUST05756,28.0,Female,Delhi,8.0,1.0,1.0,1.0,666.0,49221.58,120139.56,53.0,7823.95,0.0,648.0,21.0,0,12.0,1.0,0.0,0.255,2022-06-22,2021-07-18,1
CUST05757,49.0,Male,Ahmedabad,8.0,1.0,0.0,1.0,659.0,40139.18,48639.37,44.0,4035.03,1.0,483.0,48.0,1,8.0,0.0,0.0,,2016-11-15,2023-08-06,0
CUST05758,38.0,Male,Bangalore,5.0,2.0,0.0,1.0,601.0,104882.17,103148.97,25.0,10091.5,0.0,76.0,29.0,YES,17.0,1.0,1.0,0.335,2021-10-10,2024-10-18,0
CUST05759,35.0,Female,Mumbai,15.0,4.0,1.0,1.0,656.0,29681.02,,43.0,,5.0,405.0,24.0,YES,,1.0,0.0,0.308,2019-02-14,2021-10-21,0
CUST05760,53.0,Male,Ahmedabad,14.0,1.0,0.0,1.0,730.0,61335.38,145350.18,29.0,9402.75,1.0,141.0,14.0,0,19.0,0.0,0.0,,2018-06-15,2023-10-12,0
CUST05761,42.0,Female,Delhi,1.0,2.0,1.0,0.0,665.0,,114790.31,42.0,16726.77,0.0,30.0,2.0,1,3.0,1.0,0.0,0.186,2023-07-21,2023-11-27,0
CUST05762,49.0,Female,Bangalore,15.0,1.0,0.0,1.0,668.0,46968.1,47773.0,59.0,6972.74,4.0,478.0,,YES,1.0,1.0,0.0,0.462,2022-06-12,2024-06-29,0
CUST05763,29.0,Male,Kolkata,7.0,1.0,0.0,1.0,594.0,64106.99,108192.71,54.0,1482.91,0.0,561.0,33.0,NO,16.0,0.0,0.0,,2016-05-13,2024-12-04,1
CUST05764,24.0,Female,Kolkata,9.0,1.0,1.0,0.0,808.0,55857.29,127527.32,51.0,16371.37,2.0,186.0,32.0,NO,1.0,1.0,1.0,0.475,2023-04-08,2022-02-12,0
CUST05765,43.0,Male,Pune,5.0,3.0,1.0,1.0,598.0,130039.76,23453.26,,100.0,0.0,2.0,22.0,1,3.0,0.0,0.0,,2020-05-20,2024-08-17,1
CUST05766,38.0,Male,Hyderabad,6.0,2.0,1.0,0.0,517.0,24831.27,51004.88,,6006.58,1.0,135.0,9.0,0,19.0,0.0,0.0,,2021-08-30,2021-07-24,0
CUST05767,50.0,Male,Bangalore,12.0,,0.0,1.0,719.0,14948.6,128843.34,55.0,3395.07,0.0,690.0,33.0,0,7.0,1.0,0.0,0.631,2015-12-12,2022-04-07,1
CUST05768,41.0,Male,Pune,0.0,3.0,1.0,1.0,641.0,112224.2,77698.92,19.0,7490.23,0.0,219.0,45.0,0,14.0,0.0,0.0,,2016-09-14,2021-07-29,0
CUST05769,45.0,Male,Ahmedabad,2.0,1.0,0.0,0.0,626.0,42976.06,92446.65,61.0,7318.98,0.0,309.0,50.0,NO,0.0,1.0,1.0,0.094,2020-05-29,2022-06-01,1
CUST05770,21.0,Female,Pune,14.0,1.0,1.0,1.0,606.0,196018.17,77807.89,12.0,3218.5,0.0,74.0,38.0,0,16.0,0.0,0.0,,2023-01-29,2023-09-26,0
CUST05771,67.0,Female,Kolkata,0.0,2.0,1.0,0.0,800.0,82661.77,110659.55,32.0,13337.07,0.0,140.0,0.0,1,26.0,0.0,0.0,,2021-04-14,2023-12-27,0
CUST05772,40.0,Female,Hyderabad,9.0,4.0,0.0,0.0,678.0,66472.02,95517.27,,7326.34,0.0,,7.0,NO,3.0,1.0,0.0,0.354,2017-07-16,2021-05-12,0
CUST05773,51.0,Female,Mumbai,0.0,1.0,0.0,0.0,694.0,5844.98,79248.69,,14094.55,0.0,589.0,38.0,1,29.0,1.0,0.0,0.369,2019-05-01,2025-01-21,0
CUST05774,31.0,m,Ahmedabad,11.0,2.0,1.0,1.0,663.0,104868.8,10000.0,24.0,2154.66,0.0,120.0,13.0,1,18.0,1.0,0.0,0.207,2020-01-31,2025-02-19,0
CUST05775,46.0,Female,Chennai,11.0,3.0,1.0,1.0,,92679.27,100600.43,,2601.47,1.0,533.0,2.0,NO,6.0,1.0,0.0,0.397,2021-11-16,2024-09-15,0
CUST05776,25.0,Female,Ahmedabad,10.0,1.0,0.0,1.0,762.0,81748.08,104169.64,49.0,2467.73,0.0,508.0,11.0,NO,18.0,0.0,0.0,,2021-09-12,2021-05-23,0
CUST05777,48.0,Female,Chennai,12.0,1.0,0.0,1.0,630.0,24948.09,25418.45,17.0,10594.93,0.0,270.0,13.0,1,26.0,1.0,1.0,0.625,2020-03-19,2023-12-04,1
CUST05778,37.0,Female,Pune,0.0,1.0,1.0,0.0,533.0,234604.56,28136.04,25.0,16737.34,1.0,364.0,52.0,0,11.0,0.0,0.0,,2017-06-13,2021-03-29,0
CUST05779,42.0,Female,Kolkata,3.0,2.0,1.0,1.0,719.0,31047.96,95703.94,63.0,6480.65,,22.0,42.0,YES,27.0,1.0,0.0,0.288,2015-09-07,2021-03-21,0
CUST05780,51.0,Female,Mumbai,12.0,2.0,1.0,0.0,690.0,13211.76,82773.0,32.0,100.0,2.0,6.0,59.0,0,27.0,0.0,0.0,,2015-07-24,2022-09-12,1
CUST05781,26.0,Female,Mumbai,6.0,1.0,1.0,0.0,659.0,348672.03,10000.0,,10372.78,0.0,122.0,17.0,YES,23.0,1.0,0.0,0.07,2021-05-12,2024-10-21,0
CUST05782,33.0,Female,Delhi,6.0,1.0,1.0,1.0,688.0,109711.29,42119.13,30.0,11323.5,0.0,684.0,33.0,0,,0.0,0.0,,2015-05-17,2022-05-27,0
CUST05783,48.0,Female,Kolkata,11.0,2.0,0.0,0.0,620.0,42862.34,87553.72,78.0,2829.65,0.0,16.0,8.0,YES,16.0,0.0,0.0,,2022-03-27,2023-03-04,0
CUST05784,69.0,Male,Chennai,12.0,2.0,0.0,1.0,652.0,219805.38,102067.07,77.0,10828.1,3.0,300.0,57.0,1,2.0,0.0,0.0,,2015-09-07,2022-03-29,0
CUST05785,40.0,Female,Bangalore,4.0,2.0,0.0,1.0,639.0,7643.15,51627.23,37.0,12053.98,0.0,533.0,1.0,0,27.0,0.0,0.0,,2021-12-20,2024-01-20,0
CUST05786,50.0,Female,Kolkata,11.0,1.0,1.0,0.0,603.0,7339.51,69101.74,75.0,100.0,1.0,578.0,14.0,0,18.0,0.0,0.0,,2018-06-13,2021-11-09,0
CUST05787,41.0,Male,Ahmedabad,5.0,1.0,1.0,1.0,745.0,91769.86,39825.92,59.0,13580.54,2.0,584.0,8.0,0,24.0,1.0,0.0,0.597,2015-08-14,2024-08-17,0
CUST05788,67.0,FEMALE,Bangalore,1.0,1.0,0.0,0.0,537.0,15678.47,127956.95,45.0,13893.85,0.0,292.0,59.0,0,7.0,1.0,0.0,0.122,2015-04-01,2024-09-29,0
CUST05789,19.0,Male,Bangalore,4.0,2.0,0.0,1.0,839.0,199247.76,81983.53,48.0,6458.97,0.0,131.0,10.0,YES,6.0,0.0,0.0,,2015-08-15,2023-12-16,0
CUST05790,999.0,Male,Delhi,6.0,2.0,1.0,1.0,720.0,146786.31,,,11225.71,0.0,41.0,20.0,NO,7.0,0.0,0.0,,2018-02-22,2021-09-23,0
CUST05791,21.0,Male,Delhi,13.0,2.0,1.0,1.0,508.0,29265.01,28747.94,22.0,17882.19,1.0,604.0,0.0,1,6.0,0.0,0.0,,2017-09-13,2021-03-19,0
CUST05792,18.0,Female,Pune,8.0,1.0,1.0,0.0,632.0,175742.47,24324.51,68.0,4712.81,1.0,434.0,19.0,0,20.0,0.0,0.0,,2019-04-02,2021-11-18,1
CUST05793,46.0,Male,Pune,5.0,2.0,1.0,1.0,637.0,3506.76,147462.19,43.0,13803.55,0.0,14.0,25.0,1,0.0,1.0,0.0,0.578,2023-12-30,2023-02-03,0
CUST05794,44.0,Female,Bangalore,11.0,2.0,0.0,0.0,681.0,63638.82,68059.53,65.0,9225.81,1.0,624.0,51.0,NO,13.0,1.0,0.0,0.533,2016-09-16,2022-09-29,0
CUST05795,38.0,Female,Delhi,13.0,2.0,1.0,0.0,571.0,219365.1,59019.16,55.0,2301.08,0.0,,8.0,YES,22.0,1.0,0.0,0.383,2016-04-19,2023-12-04,1
CUST05796,41.0,,Mumbai,,3.0,1.0,1.0,653.0,154693.3,66470.25,19.0,100.0,0.0,661.0,15.0,YES,5.0,1.0,0.0,0.574,2021-06-12,2024-02-21,0
CUST05797,80.0,Female,Bangalore,3.0,1.0,0.0,1.0,640.0,35213.63,49791.61,64.0,11609.37,0.0,225.0,50.0,1,,1.0,0.0,0.327,2023-06-06,2022-02-17,0
CUST05798,39.0,Female,Pune,2.0,1.0,1.0,0.0,591.0,16156.61,70719.58,9.0,1468.73,0.0,432.0,25.0,YES,21.0,0.0,0.0,,2020-08-02,2024-12-02,1
CUST05799,49.0,Male,Ahmedabad,8.0,1.0,0.0,0.0,,18912.55,76397.14,76.0,12839.65,3.0,197.0,7.0,0,9.0,0.0,0.0,,2015-03-06,2022-10-03,0
